,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59264.77507810616,6298.81770885252,373717360.1983681,263754833.08126673
1,57118.68619962856,4620.348135324793,263908215.27465582,263383498.18949115
2,58086.45784983846,5370.932672682259,318864349.07787615,263383498.18949115
3,57065.167222483586,4620.348135324793,263660938.96839947,261615456.76372257
4,56601.78034107493,4601.261877523447,260439219.47161365,250808348.93036833
5,56658.68618867975,4429.485557311336,250968832.1689922,250254393.87960273
6,56420.8984256489,4429.485557311336,249915554.70694166,247352334.17357263
7,55842.22613962278,4429.485557311336,247352334.17357263,247352334.17357263
8,56019.14383767817,4429.485557311336,248135988.56194177,247352334.17357263
9,55818.36874248758,4429.485557311336,247246658.1775272,246295574.21311846
10,55529.9548383433,4429.485557311336,245969132.95459238,243031161.6278572
11,56052.99957887865,5200.224361207051,298853155.213441,242823858.25962067
12,55948.47229289586,5212.920937481826,299104889.0301108,242823858.25962067
13,54927.888196546686,4429.485557311336,243302287.46021533,242300641.2765085
14,54874.37531866246,4466.10745194184,245081946.54224935,241700333.16922617
15,54566.2312342963,4429.485557311336,241700333.16922617,241700333.1692261
16,54566.2312342963,4429.485557311336,241700333.1692261,241700333.1692261
17,55632.20514276142,5210.949144721937,297468973.40852076,240513132.55739295
18,54591.245762010105,4521.312259918099,246921823.17340094,239368351.46869865
19,54936.424975809685,4358.439742446355,239437097.92249146,239368351.46869862
20,54920.65179598954,4358.439742446355,239368351.4686986,239368351.46869856
21,55922.388234113925,5130.802174653885,294015356.14297813,238661212.40216112
22,55922.936477424264,5216.433185667216,300392741.02622896,238661212.40216112
23,55888.22331390964,5146.421285122509,294776525.7641517,238661212.4021611
24,54742.185711655926,4358.439742446355,238590517.79406023,237542542.55402425
25,54614.533115744634,4358.439742446355,238034151.64681396,237542542.55402425
26,54348.15614932914,4298.076693682675,233625571.47045907,202012482.3251635
27,54168.68273491907,3754.8092548095615,203393071.25391707,202012482.32516348
28,56012.536795304004,4640.079273846149,277170494.9200071,199244617.03103462
29,53282.486101527364,3814.524813351863,203280856.88625932,198362201.16031483
30,53011.23270777636,3743.549924458882,198450196.19866845,198362201.16031483
31,53000.61279630925,3743.549924458882,198410440.029898,197473662.07015556
32,52860.35982398399,3743.549924458882,197885396.02594462,197473662.07015556
33,53871.551126922284,4555.131799766052,253247153.42888016,197473662.07015556
34,52906.83505025283,3734.964792245132,197598499.81564507,196357464.27037922
35,54966.90896366486,4478.868879529013,253753640.56776404,196357464.2703792
36,53771.047197065105,3656.8477263983136,196633108.22804564,193748128.81937337
37,56297.43091136353,6296.930448450534,392591487.72480345,193748128.81937337
38,54146.94795803258,4359.868177819791,242881516.42090163,193389895.698706
39,54052.27379524995,4530.6950654206,253477512.8465619,192262751.54254186
40,52843.74404242991,3649.189843090668,192836854.03051823,192262751.54254186
41,53028.10161054127,3649.189843090668,193509609.7955671,192262751.54254186
42,52918.41186992232,3673.7375353050147,194413828.8420146,190999293.87049544
43,53531.59878079265,4539.260256094454,251553855.82024932,190999293.8704954
44,52576.72494777951,3649.189843090668,191862450.6624087,190999293.8704954
45,54533.81155129017,5341.0839047298405,305344860.7901174,190999293.8704954
46,53409.534135794805,4545.277149696981,251340911.41185325,190999293.8704954
47,53415.78845273083,4487.843103679783,247846254.0325336,190702584.72861174
48,52347.38839428255,3643.520984505002,190728808.09860206,190702584.72861174
49,52385.62743481273,3643.520984505002,190868132.8452011,190329283.38791212
50,53332.77174037548,4502.747511593779,248239626.30649155,190329283.38791212
51,52266.143521348444,3643.520984505002,190432790.69918317,189981658.65117285
52,52220.97633012302,3643.520984505002,190268223.09014222,189981658.65117285
53,52149.971049485976,3643.520984505002,190009513.8601305,188823776.30011407
54,52967.01846775614,4475.709369862433,244958390.92004743,188776930.51886433
55,51931.80439907491,3721.2031713366587,193299808.6455893,188776930.51886433
56,51964.97378731022,3643.520984505002,189335472.4533171,188776930.51886433
57,52030.49508704597,3643.520984505002,189574200.68383643,188776930.51886433
58,51990.29808701873,3643.520984505002,189427742.070723,188776930.51886433
59,51922.30439606042,3630.8072935758146,188523454.12652117,181590638.58186018
60,52878.3319684925,4310.8122745601595,235243789.081908,181590638.58186018
61,51770.25386668514,3641.0156124126283,188640950.08408418,181590638.58186018
62,54108.84011679605,5437.297375169771,310987980.78901184,181590638.58186018
63,53867.17524258465,5235.229536194922,296963465.03726137,181590638.58186018
