,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,60486.79185143394,6682.342848428237,406065485.34085596,281589999.2676686
1,56194.49893287915,5095.242444138453,286322141.27525777,281589999.2676686
2,56164.403861375366,5013.673784603629,281589999.2676686,281589999.2676686
3,56139.81099809372,5013.673784603629,281466698.6737451,280356993.3284335
4,57024.98941051045,5721.61979882259,333112422.3227416,280356993.32843345
5,55913.26865400384,5150.035577898057,287956032.8225353,280095952.66488826
6,56070.925725327725,5147.242074670115,288671608.11545956,277926997.93489724
7,55911.03711835339,4953.415549988904,276954253.62291175,265353572.34319443
8,55579.24499887797,4760.506995148921,264585384.60225424,258563265.65625027
9,54269.54735767944,4931.809957883811,267654748.11454526,256244394.12433305
10,53827.1226962701,4656.805253881398,250662427.77330923,200424730.61409512
11,53911.730504307045,3809.0814981307594,205346933.4517982,199307282.37212795
12,54581.28358533401,4643.204876240079,260759514.61037174,198238388.38441384
13,53334.98193184221,3723.489582473695,198592249.60463724,198238388.3844138
14,54339.98835264079,4667.465576288542,262695300.71519938,198238388.3844138
15,53301.26608674474,3723.489582473695,198466709.0066525,198238388.3844138
16,53344.154999313214,3725.1131880135704,198712846.09885302,197084141.95910552
17,52977.249771351155,3730.22738769047,197616869.3693605,196864657.86184505
18,52907.836587564976,3744.8434219097135,198130777.44007885,196864657.86184505
19,52870.661928555906,3723.489582473695,196863358.90946656,195221188.6691765
20,53579.89080058222,4598.273359882053,254681063.1296502,195126033.30868834
21,52448.94411537,3806.463962038055,199641292.76806363,184793766.73981795
22,53378.56645399423,4312.744208592511,237134641.9530651,183217363.57213828
23,52545.50170307859,3518.843573561981,184901647.17534342,183217363.57213825
24,52327.10601005791,3499.250741115809,183105876.28022283,180549235.26726222
25,51649.002084864864,3494.7626194776976,180501013.7584768,179784973.86886874
26,51651.71118500184,3481.44304540127,179822490.68809968,179784973.86886874
27,51725.13288941445,3451.1988492450464,178516265.60373646,174578845.31362876
28,53811.22604208407,5188.751376569182,293397107.2238798,174578845.31362876
29,51795.979088330234,3446.8353788518334,178605205.91015816,168466707.54876196
30,51725.39687036403,3353.4249681719666,173509343.36685652,168342675.71865675
31,51698.96306729233,3305.996920808898,170912412.88188773,167077592.84893
32,51215.94453497482,3262.2706712134495,167080273.7549431,167077592.84892997
33,51460.8614592846,3262.2706712134495,167879259.0540027,167077592.84892997
34,51197.207409634255,3262.2706712134495,167019148.18048173,166493146.1644476
35,51042.58574609562,3262.2706712134495,166514730.46238536,166493146.1644476
36,51087.90485173497,3262.2706712134495,166662573.65155828,165851696.9480791
