,per_it_avg_total_length,per_it_avg_max_path_length,per_it_avg_fitness,per_it_best_fitness
0,59221.64997061971,7075.1827310812805,59221.64997061971,57707.995831149565
1,58790.179155349266,10172.743925281524,58790.179155349266,57060.93655221866
2,59242.7533931448,9734.762752747425,59242.7533931448,57060.93655221866
3,57171.65542019422,9903.532976199343,57171.65542019422,56335.176662033606
4,56592.465031163556,9927.177739481438,56592.465031163556,56335.1766620336
5,57925.74727825795,9702.215570386694,57925.74727825795,55995.273496084366
6,57142.716054959354,10060.0494822488,57142.716054959354,54285.267635239376
7,55340.89638424395,10030.35364859707,55340.89638424395,53821.214102661936
8,55147.544667125796,10161.562530408637,55147.544667125796,53397.071623817144
9,55630.561214469504,10271.567048113488,55630.561214469504,53108.38950957834
10,56623.95327238688,10297.889420162648,56623.95327238688,52813.24372478339
11,52979.29181442454,9212.273481887183,52979.29181442454,52129.525650830044
12,54742.824428296284,10054.368158480487,54742.824428296284,52129.525650830044
13,53366.591977191085,9198.378184983212,53366.591977191085,51793.57669564179
14,54173.127445188155,9681.768203604217,54173.127445188155,51793.57669564178
15,53570.25641408648,9514.401297122717,53570.25641408648,51793.57669564178
16,53021.59732827628,9511.606382470814,53021.59732827628,51388.36196086377
17,57169.15766512754,10257.915748669957,57169.15766512754,51388.36196086377
18,52744.19881454605,9499.247815981336,52744.19881454605,50952.47637153142
19,51278.128561012425,8599.1138750631,51278.128561012425,50952.47637153142
20,54325.77760299934,9774.480808576336,54325.77760299934,50595.89554404617
21,53015.67477789909,9333.052395919967,53015.67477789909,49981.61554454207
22,51201.10283786573,8941.018857910403,51201.10283786573,49705.33929840995
23,51410.97840263028,9057.882775406246,51410.97840263028,49705.33929840995
24,53023.022015284165,9465.320229657586,53023.022015284165,49705.33929840994
25,54610.00964887148,9759.589719135756,54610.00964887148,49385.62561166599
26,50715.86462814322,8939.805085450946,50715.86462814322,48866.70295461467
27,50217.317662031935,8866.976248725818,50217.317662031935,48866.70295461467
28,53552.45766192967,9553.386211694187,53552.45766192967,48732.32867875001
29,51428.47494923379,9282.287894638202,51428.47494923379,48731.90379898588
30,50455.83001574195,8911.4895173999,50455.83001574195,48713.65862046718
31,53378.87886885012,9805.442573388038,53378.87886885012,47936.526650026935
32,53505.32719961116,10091.540096722203,53505.32719961116,47936.526650026935
33,51310.3412753087,9530.281213356584,51310.3412753087,47515.17272667816
34,51138.61826525366,9212.502580037322,51138.61826525366,47046.118026791024
